,item_count,item_pred_rank
174,508.0,32.0
175,481.0,91.0
176,515.0,0.0
177,490.0,42.0
178,532.0,31.0
179,512.0,0.0
180,488.0,0.0
181,523.0,0.0
182,466.0,0.0
183,499.0,27.0
184,486.0,9.0
185,483.0,0.0
186,509.0,20.0
187,505.0,0.0
188,479.0,0.0
189,508.0,10.0
190,523.0,30.0
191,484.0,30.0
192,495.0,0.0
193,528.0,0.0
194,501.0,10.0
195,519.0,0.0
196,514.0,0.0
197,488.0,0.0
198,488.0,0.0
199,490.0,6.0
200,503.0,0.0
201,527.0,0.0
202,525.0,4.0
203,484.0,0.0
204,498.0,0.0
205,504.0,0.0
206,501.0,0.0
207,493.0,0.0
208,514.0,18.0
209,502.0,6.0
210,500.0,0.0
211,495.0,0.0
212,476.0,0.0
213,488.0,4.0
214,526.0,12.0
215,499.0,0.0
216,506.0,0.0
217,497.0,2.0
218,495.0,0.0
219,530.0,105.0
220,477.0,9.0
221,491.0,0.0
222,474.0,0.0
223,482.0,15.0
224,506.0,0.0
225,500.0,7.0
226,493.0,0.0
227,498.0,0.0
228,499.0,0.0
229,502.0,0.0
230,520.0,0.0
231,508.0,0.0
232,492.0,0.0
233,484.0,9.0
234,508.0,8.0
235,487.0,0.0
236,502.0,0.0
237,459.0,0.0
238,513.0,0.0
239,500.0,0.0
240,489.0,6.0
241,490.0,0.0
242,515.0,0.0
243,491.0,0.0
244,483.0,17.0
245,488.0,14.0
246,523.0,14.0
247,512.0,125.0
248,520.0,0.0
249,482.0,24.0
250,503.0,0.0
251,500.0,0.0
252,506.0,0.0
253,463.0,39.0
254,506.0,0.0
255,502.0,0.0
256,478.0,0.0
257,489.0,15.0
258,508.0,0.0
259,523.0,0.0
260,485.0,0.0
261,508.0,0.0
262,503.0,0.0
263,516.0,0.0
264,508.0,0.0
265,499.0,0.0
266,492.0,0.0
267,492.0,12.0
268,485.0,0.0
269,505.0,121.0
270,494.0,0.0
271,517.0,31.0
272,495.0,0.0
273,514.0,71.0
274,477.0,58.0
275,516.0,8.0
276,496.0,10.0
277,504.0,0.0
278,497.0,0.0
279,514.0,32.0
280,506.0,0.0
281,470.0,0.0
282,462.0,0.0
283,517.0,15.0
284,499.0,0.0
285,528.0,28.0
286,503.0,54.0
287,471.0,0.0
288,471.0,0.0
289,486.0,0.0
290,490.0,0.0
291,509.0,9.0
292,506.0,0.0
293,498.0,18.0
294,492.0,0.0
295,470.0,10.0
296,502.0,0.0
297,512.0,0.0
298,494.0,58.0
299,477.0,19.0
300,505.0,0.0
301,487.0,0.0
302,518.0,0.0
303,503.0,17.0
304,524.0,1.0
305,505.0,0.0
306,549.0,41.0
307,486.0,32.0
308,519.0,59.0
309,468.0,0.0
310,495.0,23.0
311,508.0,0.0
312,501.0,5.0
313,495.0,0.0
314,498.0,0.0
315,501.0,37.0
316,511.0,5.0
317,505.0,35.0
318,500.0,0.0
319,496.0,0.0
320,486.0,0.0
321,491.0,0.0
322,496.0,0.0
323,513.0,16.0
324,503.0,7.0
325,517.0,5.0
326,488.0,0.0
327,479.0,0.0
328,499.0,0.0
329,517.0,0.0
330,481.0,35.0
331,516.0,0.0
332,494.0,17.0
333,499.0,0.0
334,500.0,0.0
335,525.0,2.0
336,486.0,0.0
337,501.0,0.0
338,508.0,0.0
339,492.0,17.0
340,498.0,0.0
341,528.0,0.0
342,484.0,0.0
343,497.0,0.0
344,509.0,0.0
345,500.0,0.0
346,501.0,129.0
347,494.0,0.0
348,494.0,0.0
349,489.0,8.0
350,516.0,76.0
351,506.0,0.0
352,504.0,26.0
353,478.0,0.0
354,475.0,0.0
355,498.0,57.0
356,503.0,0.0
357,508.0,10.0
358,473.0,0.0
359,462.0,0.0
360,506.0,23.0
361,515.0,47.0
362,494.0,0.0
363,494.0,0.0
364,495.0,14.0
365,507.0,0.0
366,477.0,0.0
367,498.0,0.0
368,512.0,26.0
369,503.0,56.0
370,474.0,0.0
371,476.0,4.0
372,493.0,0.0
373,502.0,0.0
374,505.0,0.0
375,478.0,0.0
376,496.0,76.0
377,482.0,0.0
378,497.0,0.0
379,534.0,0.0
380,501.0,0.0
381,477.0,102.0
382,517.0,0.0
383,540.0,0.0
384,471.0,0.0
385,518.0,20.0
386,482.0,9.0
387,516.0,0.0
388,498.0,8.0
389,498.0,7.0
390,486.0,44.0
391,489.0,0.0
392,498.0,0.0
393,526.0,4.0
394,530.0,0.0
395,510.0,9.0
396,491.0,0.0
397,516.0,12.0
398,506.0,8.0
399,494.0,0.0
400,529.0,18.0
401,525.0,0.0
402,493.0,0.0
403,494.0,8.0
404,493.0,0.0
405,508.0,39.0
406,503.0,13.0
407,472.0,0.0
408,481.0,0.0
409,498.0,0.0
410,494.0,66.0
411,469.0,0.0
412,498.0,0.0
413,484.0,0.0
414,500.0,0.0
415,482.0,0.0
416,485.0,0.0
417,514.0,0.0
418,503.0,0.0
419,501.0,29.0
420,486.0,0.0
421,485.0,38.0
422,483.0,0.0
423,474.0,16.0
424,508.0,3.0
425,505.0,76.0
426,491.0,8.0
427,508.0,0.0
428,500.0,0.0
429,517.0,1.0
430,491.0,7.0
431,509.0,0.0
432,521.0,0.0
433,496.0,47.0
434,529.0,17.0
435,502.0,16.0
436,502.0,0.0
437,483.0,0.0
438,504.0,0.0
439,495.0,0.0
440,508.0,19.0
441,517.0,0.0
442,502.0,0.0
443,485.0,0.0
444,523.0,0.0
445,509.0,0.0
446,484.0,0.0
447,535.0,34.0
448,485.0,0.0
449,482.0,35.0
450,506.0,19.0
451,514.0,27.0
452,509.0,0.0
453,493.0,0.0
454,511.0,0.0
455,525.0,0.0
456,473.0,0.0
457,480.0,0.0
458,502.0,0.0
459,487.0,0.0
460,499.0,0.0
461,517.0,10.0
462,491.0,22.0
463,508.0,54.0
464,514.0,35.0
465,490.0,17.0
466,506.0,0.0
467,518.0,0.0
468,509.0,0.0
469,481.0,0.0
470,505.0,6.0
471,494.0,24.0
472,475.0,0.0
473,492.0,0.0
474,491.0,0.0
475,513.0,45.0
476,517.0,23.0
477,515.0,0.0
478,505.0,0.0
479,515.0,0.0
480,468.0,0.0
481,479.0,0.0
482,492.0,22.0
483,510.0,18.0
484,497.0,0.0
485,498.0,40.0
486,509.0,59.0
487,512.0,0.0
488,494.0,0.0
489,510.0,0.0
490,498.0,111.0
491,496.0,0.0
492,522.0,0.0
493,491.0,0.0
494,511.0,8.0
495,495.0,0.0
496,506.0,0.0
497,474.0,0.0
498,514.0,0.0
499,489.0,0.0
500,525.0,0.0
501,483.0,46.0
502,482.0,0.0
503,476.0,0.0
504,480.0,0.0
505,495.0,4.0
506,472.0,0.0
507,511.0,9.0
508,481.0,0.0
509,498.0,5.0
510,532.0,26.0
511,495.0,0.0
512,511.0,0.0
513,515.0,0.0
514,516.0,7.0
515,501.0,10.0
516,515.0,0.0
517,485.0,0.0
518,506.0,6.0
519,470.0,39.0
520,510.0,0.0
521,484.0,39.0
522,498.0,0.0
523,512.0,27.0
524,506.0,12.0
525,522.0,9.0
526,475.0,2.0
527,488.0,0.0
528,478.0,0.0
529,493.0,0.0
530,480.0,0.0
531,515.0,0.0
532,536.0,7.0
533,486.0,0.0
534,502.0,0.0
535,474.0,0.0
536,486.0,0.0
537,521.0,36.0
538,525.0,59.0
539,502.0,0.0
540,524.0,42.0
541,486.0,0.0
542,493.0,0.0
543,498.0,40.0
544,503.0,0.0
545,512.0,20.0
546,488.0,0.0
547,510.0,22.0
548,480.0,0.0
549,500.0,0.0
550,484.0,11.0
551,497.0,48.0
552,473.0,0.0
553,509.0,0.0
554,476.0,132.0
555,512.0,0.0
556,522.0,8.0
557,506.0,0.0
558,496.0,0.0
559,551.0,0.0
560,494.0,0.0
561,505.0,0.0
562,495.0,43.0
563,497.0,0.0
564,505.0,0.0
565,517.0,8.0
566,508.0,18.0
567,499.0,0.0
568,510.0,0.0
569,531.0,6.0
570,513.0,7.0
571,510.0,0.0
572,496.0,0.0
573,497.0,7.0
574,500.0,10.0
575,477.0,0.0
576,493.0,0.0
577,514.0,0.0
578,520.0,4.0
579,496.0,0.0
580,493.0,10.0
581,480.0,0.0
582,485.0,0.0
583,511.0,0.0
584,489.0,0.0
585,513.0,10.0
586,530.0,10.0
587,531.0,0.0
588,493.0,22.0
589,519.0,19.0
590,516.0,0.0
591,518.0,20.0
592,496.0,0.0
593,485.0,0.0
594,482.0,0.0
595,480.0,0.0
596,491.0,0.0
597,495.0,0.0
598,522.0,55.0
599,519.0,14.0
600,524.0,9.0
601,485.0,0.0
602,523.0,0.0
603,532.0,18.0
604,509.0,10.0
605,480.0,57.0
606,504.0,8.0
607,462.0,0.0
608,501.0,0.0
609,472.0,0.0
610,485.0,4.0
611,491.0,58.0
612,508.0,0.0
613,496.0,0.0
614,514.0,0.0
615,503.0,42.0
616,471.0,0.0
617,478.0,0.0
618,509.0,0.0
619,522.0,0.0
620,506.0,58.0
621,496.0,0.0
622,512.0,73.0
623,483.0,0.0
624,482.0,0.0
625,509.0,0.0
626,497.0,0.0
627,467.0,0.0
628,489.0,0.0
629,502.0,0.0
630,503.0,0.0
631,502.0,10.0
632,501.0,0.0
633,509.0,9.0
634,485.0,0.0
635,520.0,0.0
636,511.0,0.0
637,531.0,17.0
638,486.0,0.0
639,489.0,5.0
640,517.0,7.0
641,504.0,0.0
642,492.0,8.0
643,489.0,0.0
644,519.0,65.0
645,491.0,0.0
646,491.0,0.0
647,513.0,0.0
648,507.0,0.0
649,495.0,0.0
650,486.0,63.0
651,511.0,36.0
652,514.0,17.0
653,498.0,0.0
654,516.0,26.0
655,517.0,0.0
656,516.0,41.0
657,493.0,0.0
658,521.0,0.0
659,482.0,0.0
660,484.0,0.0
661,505.0,0.0
662,495.0,0.0
663,514.0,0.0
664,513.0,0.0
665,486.0,192.0
666,523.0,1.0
667,494.0,63.0
668,509.0,0.0
669,507.0,7.0
670,504.0,0.0
671,524.0,0.0
672,494.0,0.0
673,487.0,0.0
674,502.0,0.0
675,494.0,8.0
676,511.0,0.0
677,488.0,0.0
678,523.0,0.0
679,478.0,0.0
680,517.0,0.0
681,464.0,0.0
682,493.0,0.0
683,500.0,136.0
684,474.0,0.0
685,504.0,0.0
686,521.0,0.0
687,501.0,0.0
688,498.0,0.0
689,488.0,0.0
690,466.0,0.0
691,506.0,78.0
692,517.0,0.0
693,500.0,0.0
694,505.0,0.0
695,498.0,0.0
696,526.0,0.0
697,493.0,72.0
698,496.0,5.0
699,521.0,9.0
700,494.0,51.0
701,500.0,0.0
702,496.0,7.0
703,481.0,0.0
704,542.0,29.0
705,485.0,0.0
706,521.0,0.0
707,488.0,0.0
708,485.0,0.0
709,500.0,0.0
710,514.0,0.0
711,493.0,0.0
712,523.0,8.0
713,492.0,66.0
714,504.0,62.0
715,483.0,0.0
716,503.0,0.0
717,481.0,5.0
718,511.0,0.0
719,497.0,0.0
720,505.0,47.0
721,489.0,0.0
722,519.0,0.0
723,509.0,0.0
724,510.0,9.0
725,505.0,0.0
726,504.0,2.0
727,490.0,0.0
728,492.0,33.0
729,491.0,0.0
730,496.0,0.0
731,486.0,0.0
732,526.0,0.0
733,505.0,0.0
734,490.0,11.0
735,509.0,89.0
736,468.0,0.0
737,497.0,0.0
738,494.0,0.0
739,490.0,0.0
740,504.0,41.0
741,497.0,0.0
742,513.0,0.0
743,485.0,0.0
744,505.0,0.0
745,507.0,0.0
746,499.0,0.0
747,494.0,0.0
748,519.0,0.0
749,493.0,0.0
750,497.0,0.0
751,517.0,2.0
752,502.0,21.0
753,506.0,0.0
754,471.0,0.0
755,504.0,0.0
756,482.0,9.0
757,483.0,0.0
758,499.0,0.0
759,493.0,0.0
760,517.0,41.0
761,513.0,48.0
762,472.0,0.0
763,498.0,0.0
764,516.0,0.0
765,501.0,0.0
766,481.0,0.0
767,509.0,14.0
768,492.0,0.0
769,501.0,0.0
770,492.0,0.0
771,496.0,3.0
772,491.0,0.0
773,500.0,0.0
774,493.0,0.0
775,500.0,0.0
776,523.0,0.0
777,475.0,0.0
778,476.0,0.0
779,492.0,0.0
780,490.0,10.0
781,519.0,20.0
782,534.0,22.0
783,522.0,135.0
784,491.0,0.0
785,495.0,0.0
786,493.0,0.0
787,489.0,7.0
788,501.0,8.0
789,486.0,2.0
790,526.0,0.0
791,528.0,0.0
792,496.0,7.0
793,518.0,0.0
794,489.0,21.0
795,494.0,47.0
796,526.0,0.0
797,505.0,5.0
798,520.0,0.0
799,509.0,0.0
800,496.0,8.0
801,519.0,43.0
802,492.0,0.0
803,513.0,6.0
804,511.0,0.0
805,508.0,15.0
806,499.0,30.0
807,498.0,14.0
808,485.0,99.0
809,473.0,76.0
810,492.0,5.0
811,501.0,30.0
812,486.0,7.0
813,521.0,79.0
814,492.0,0.0
815,482.0,0.0
816,464.0,0.0
817,538.0,40.0
818,503.0,0.0
819,508.0,182.0
820,495.0,0.0
821,514.0,0.0
822,520.0,3.0
823,529.0,15.0
824,503.0,0.0
825,506.0,0.0
826,490.0,0.0
827,511.0,0.0
828,497.0,7.0
829,502.0,0.0
830,498.0,7.0
831,517.0,0.0
832,485.0,0.0
833,512.0,79.0
834,495.0,0.0
835,526.0,0.0
836,502.0,10.0
837,497.0,10.0
838,488.0,0.0
839,505.0,0.0
840,483.0,0.0
841,496.0,8.0
842,484.0,0.0
843,509.0,0.0
844,509.0,0.0
845,506.0,6.0
846,534.0,0.0
847,502.0,3.0
848,491.0,0.0
849,503.0,7.0
850,520.0,0.0
851,528.0,0.0
852,520.0,50.0
853,514.0,23.0
854,492.0,0.0
855,500.0,0.0
856,485.0,7.0
857,512.0,0.0
858,497.0,0.0
859,503.0,60.0
860,520.0,0.0
861,499.0,0.0
862,481.0,0.0
863,533.0,0.0
864,513.0,17.0
865,480.0,0.0
866,505.0,10.0
867,502.0,57.0
868,487.0,0.0
869,495.0,15.0
870,488.0,23.0
871,510.0,0.0
872,488.0,9.0
873,501.0,0.0
874,492.0,0.0
875,517.0,20.0
876,485.0,0.0
877,505.0,0.0
878,509.0,164.0
879,499.0,0.0
880,488.0,0.0
881,492.0,0.0
882,496.0,0.0
883,504.0,0.0
884,490.0,0.0
885,480.0,44.0
886,516.0,9.0
887,480.0,26.0
888,492.0,0.0
889,483.0,44.0
890,492.0,0.0
891,511.0,0.0
892,510.0,3.0
893,494.0,0.0
894,539.0,0.0
895,523.0,0.0
896,500.0,0.0
897,480.0,0.0
898,486.0,42.0
899,479.0,0.0
900,483.0,0.0
901,489.0,0.0
902,499.0,0.0
903,481.0,0.0
904,479.0,6.0
905,476.0,0.0
906,495.0,9.0
907,507.0,0.0
908,499.0,62.0
909,511.0,0.0
910,469.0,0.0
911,497.0,19.0
912,465.0,0.0
913,517.0,166.0
914,501.0,0.0
915,502.0,28.0
916,508.0,0.0
917,496.0,0.0
918,503.0,0.0
919,505.0,0.0
920,525.0,14.0
921,537.0,0.0
922,491.0,0.0
923,496.0,26.0
924,498.0,0.0
925,483.0,0.0
926,490.0,0.0
927,521.0,10.0
928,498.0,90.0
929,467.0,0.0
930,518.0,0.0
931,496.0,0.0
932,490.0,0.0
933,510.0,0.0
934,493.0,85.0
935,489.0,0.0
936,503.0,0.0
937,491.0,9.0
938,499.0,0.0
939,515.0,0.0
940,498.0,0.0
941,536.0,0.0
942,481.0,6.0
943,530.0,0.0
944,475.0,0.0
945,523.0,0.0
946,472.0,0.0
947,496.0,0.0
948,504.0,0.0
949,499.0,0.0
950,497.0,40.0
951,491.0,0.0
952,514.0,33.0
953,481.0,0.0
954,498.0,0.0
955,482.0,0.0
956,504.0,0.0
957,484.0,8.0
958,512.0,0.0
959,490.0,0.0
960,517.0,0.0
961,519.0,72.0
962,504.0,0.0
963,495.0,0.0
964,513.0,0.0
965,520.0,0.0
966,507.0,1.0
967,517.0,0.0
968,501.0,23.0
969,502.0,0.0
970,475.0,0.0
971,496.0,4.0
972,489.0,14.0
973,505.0,0.0
974,499.0,0.0
975,515.0,0.0
976,502.0,0.0
977,493.0,39.0
978,502.0,0.0
979,505.0,15.0
980,485.0,10.0
981,494.0,9.0
982,499.0,0.0
983,505.0,8.0
984,506.0,2.0
985,505.0,0.0
986,503.0,0.0
987,500.0,0.0
988,524.0,85.0
989,489.0,62.0
990,481.0,0.0
991,516.0,29.0
992,489.0,0.0
993,494.0,4.0
994,524.0,9.0
995,505.0,12.0
996,479.0,0.0
997,523.0,0.0
998,516.0,0.0
999,487.0,29.0
1000,479.0,0.0
1001,523.0,0.0
1002,511.0,0.0
1003,509.0,0.0
1004,534.0,222.0
1005,478.0,0.0
1006,497.0,0.0
1007,501.0,0.0
1008,497.0,0.0
1009,493.0,7.0
1010,519.0,0.0
1011,516.0,36.0
1012,473.0,0.0
1013,496.0,6.0
1014,546.0,57.0
1015,460.0,0.0
1016,501.0,0.0
1017,518.0,0.0
1018,501.0,0.0
1019,489.0,0.0
1020,495.0,0.0
1021,514.0,0.0
1022,487.0,0.0
1023,506.0,12.0
1024,521.0,7.0
1025,496.0,16.0
1026,490.0,0.0
1027,482.0,24.0
1028,518.0,104.0
1029,500.0,48.0
1030,505.0,40.0
1031,491.0,22.0
1032,506.0,66.0
1033,486.0,27.0
1034,466.0,0.0
1035,453.0,0.0
1036,473.0,0.0
1037,483.0,4.0
1038,491.0,0.0
1039,532.0,6.0
1040,503.0,19.0
1041,529.0,0.0
1042,521.0,0.0
1043,510.0,7.0
1044,515.0,0.0
1045,494.0,0.0
1046,502.0,0.0
1047,499.0,10.0
1048,491.0,0.0
1049,503.0,0.0
1050,501.0,0.0
1051,515.0,0.0
1052,501.0,0.0
1053,504.0,27.0
1054,519.0,7.0
1055,505.0,0.0
1056,515.0,0.0
1057,496.0,0.0
1058,493.0,0.0
1059,487.0,0.0
1060,482.0,26.0
1061,480.0,0.0
1062,515.0,20.0
1063,489.0,0.0
1064,515.0,0.0
1065,499.0,2.0
1066,516.0,7.0
1067,481.0,0.0
1068,496.0,0.0
1069,515.0,0.0
1070,505.0,0.0
1071,510.0,7.0
1072,529.0,11.0
1073,493.0,10.0
1074,500.0,0.0
1075,507.0,22.0
1076,484.0,0.0
1077,489.0,6.0
1078,489.0,30.0
1079,516.0,8.0
1080,474.0,0.0
1081,515.0,0.0
1082,513.0,28.0
1083,499.0,72.0
1084,492.0,0.0
1085,527.0,9.0
1086,492.0,0.0
1087,470.0,0.0
1088,496.0,2.0
1089,490.0,0.0
1090,479.0,0.0
1091,491.0,0.0
1092,516.0,0.0
1093,487.0,0.0
1094,498.0,0.0
1095,512.0,49.0
1096,527.0,17.0
1097,503.0,0.0
1098,490.0,0.0
1099,496.0,0.0
1100,482.0,9.0
1101,484.0,0.0
1102,517.0,0.0
1103,484.0,0.0
1104,518.0,52.0
1105,500.0,0.0
1106,532.0,22.0
1107,498.0,44.0
1108,478.0,5.0
1109,514.0,48.0
1110,509.0,10.0
1111,494.0,9.0
1112,480.0,9.0
1113,518.0,0.0
1114,516.0,38.0
1115,471.0,0.0
1116,483.0,0.0
1117,506.0,0.0
1118,516.0,12.0
1119,477.0,0.0
1120,486.0,0.0
1121,497.0,0.0
1122,487.0,0.0
1123,519.0,77.0
1124,481.0,0.0
1125,497.0,0.0
1126,496.0,0.0
1127,485.0,0.0
1128,475.0,0.0
1129,523.0,152.0
1130,495.0,0.0
1131,510.0,0.0
1132,506.0,0.0
1133,511.0,11.0
1134,463.0,1.0
1135,495.0,0.0
1136,510.0,8.0
1137,468.0,9.0
1138,530.0,0.0
1139,509.0,0.0
1140,498.0,0.0
1141,504.0,0.0
1142,519.0,26.0
1143,506.0,43.0
1144,510.0,69.0
1145,501.0,0.0
1146,503.0,0.0
1147,492.0,0.0
1148,492.0,0.0
1149,485.0,0.0
1150,487.0,8.0
1151,517.0,0.0
1152,507.0,0.0
1153,529.0,7.0
1154,496.0,22.0
1155,478.0,0.0
1156,513.0,0.0
1157,487.0,27.0
1158,500.0,33.0
1159,480.0,4.0
1160,482.0,29.0
1161,509.0,12.0
1162,512.0,0.0
1163,489.0,0.0
1164,515.0,10.0
1165,507.0,24.0
1166,467.0,0.0
1167,480.0,0.0
1168,510.0,2.0
1169,491.0,0.0
1170,519.0,0.0
1171,462.0,0.0
1172,508.0,0.0
1173,500.0,0.0
1174,533.0,7.0
1175,477.0,0.0
1176,496.0,0.0
1177,513.0,34.0
1178,488.0,0.0
1179,507.0,14.0
1180,511.0,41.0
1181,520.0,0.0
1182,506.0,0.0
1183,482.0,0.0
1184,493.0,17.0
1185,526.0,0.0
1186,494.0,0.0
1187,483.0,3.0
1188,512.0,0.0
1189,511.0,29.0
1190,502.0,0.0
1191,518.0,24.0
1192,492.0,0.0
1193,493.0,0.0
1194,520.0,0.0
1195,485.0,0.0
1196,496.0,0.0
1197,525.0,73.0
1198,480.0,0.0
1199,501.0,15.0
1200,487.0,0.0
1201,535.0,11.0
1202,525.0,23.0
1203,507.0,0.0
1204,494.0,0.0
1205,497.0,0.0
1206,494.0,0.0
1207,510.0,0.0
1208,484.0,4.0
1209,506.0,0.0
1210,490.0,0.0
1211,492.0,0.0
1212,506.0,83.0
1213,490.0,0.0
1214,495.0,0.0
1215,528.0,0.0
1216,496.0,0.0
1217,505.0,0.0
1218,485.0,10.0
1219,511.0,46.0
1220,487.0,22.0
1221,492.0,0.0
1222,489.0,0.0
1223,494.0,0.0
1224,551.0,0.0
1225,496.0,0.0
1226,485.0,5.0
1227,518.0,0.0
1228,483.0,0.0
1229,488.0,0.0
1230,494.0,10.0
1231,489.0,0.0
1232,505.0,63.0
1233,479.0,0.0
1234,475.0,48.0
1235,488.0,0.0
1236,514.0,0.0
1237,514.0,0.0
1238,479.0,0.0
1239,514.0,9.0
1240,514.0,0.0
1241,500.0,27.0
1242,501.0,0.0
1243,486.0,0.0
1244,522.0,32.0
1245,527.0,4.0
1246,520.0,9.0
1247,501.0,16.0
1248,511.0,0.0
1249,508.0,0.0
1250,475.0,0.0
1251,506.0,9.0
1252,507.0,18.0
1253,482.0,11.0
1254,499.0,10.0
1255,491.0,0.0
1256,532.0,8.0
1257,478.0,0.0
1258,512.0,0.0
1259,505.0,0.0
1260,515.0,124.0
1261,461.0,31.0
1262,501.0,0.0
1263,501.0,0.0
1264,487.0,0.0
1265,498.0,0.0
1266,527.0,1.0
1267,459.0,0.0
1268,469.0,0.0
1269,484.0,12.0
1270,513.0,0.0
1271,496.0,0.0
1272,498.0,0.0
1273,466.0,14.0
1274,506.0,0.0
1275,492.0,0.0
1276,511.0,46.0
1277,506.0,1.0
1278,498.0,0.0
1279,499.0,22.0
1280,517.0,30.0
1281,488.0,0.0
1282,507.0,0.0
1283,522.0,45.0
1284,509.0,0.0
1285,527.0,0.0
1286,478.0,0.0
1287,514.0,58.0
1288,540.0,0.0
1289,502.0,7.0
1290,497.0,0.0
1291,481.0,0.0
1292,468.0,12.0
1293,524.0,0.0
1294,509.0,15.0
1295,490.0,0.0
1296,490.0,0.0
1297,512.0,11.0
1298,493.0,13.0
1299,512.0,0.0
1300,508.0,39.0
1301,484.0,0.0
1302,515.0,0.0
1303,539.0,0.0
1304,512.0,0.0
1305,511.0,0.0
1306,475.0,8.0
1307,487.0,0.0
1308,503.0,16.0
1309,519.0,0.0
1310,488.0,31.0
1311,527.0,0.0
1312,499.0,0.0
1313,497.0,0.0
1314,532.0,0.0
1315,505.0,0.0
1316,493.0,15.0
1317,522.0,0.0
1318,482.0,0.0
1319,512.0,0.0
1320,475.0,12.0
1321,507.0,0.0
1322,474.0,0.0
1323,481.0,8.0
1324,486.0,0.0
1325,500.0,14.0
1326,505.0,0.0
1327,511.0,45.0
1328,513.0,0.0
1329,507.0,0.0
1330,501.0,0.0
1331,511.0,0.0
1332,485.0,10.0
1333,504.0,46.0
1334,543.0,0.0
1335,490.0,0.0
1336,545.0,50.0
1337,493.0,27.0
1338,502.0,0.0
1339,501.0,9.0
1340,511.0,0.0
1341,486.0,0.0
1342,515.0,0.0
1343,509.0,0.0
1344,494.0,0.0
1345,488.0,0.0
1346,494.0,0.0
1347,493.0,44.0
1348,502.0,0.0
1349,510.0,0.0
1350,522.0,49.0
1351,488.0,51.0
1352,507.0,0.0
1353,497.0,9.0
1354,496.0,15.0
1355,493.0,42.0
1356,512.0,0.0
1357,502.0,0.0
1358,511.0,0.0
1359,480.0,0.0
1360,499.0,4.0
